NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
0.03661,0.73747,0.5593,0.06708,0.0126,30,27.9,516,8.4,8.88
0.15767,0.90619,0.85902,0.14662,0.04748,56.3,29.8,1028,8.2,6.49
0.174842,0.800768,0.767826,0.10298,0.0247,30,35.2,1175,8.2,6.52
0.086772,1.024561,0.991858,0.10923,0.02617,45,33.5,602,8.1,9.03
0.26608,1.6563,1.28652,0.13283,0.10049,36.15,32.8,843,8.7,9.04
0.06307,1.86225,1.33117,0.17556,0.02565,30.26,24.3,556,8.2,8.65
0.299633,1.416251,0.657433,0.07293,0.07293,33.33,24.2,649,8.2,8.95
0.054171,0.490592,0.439641,0.04956,0.03255,36.67,29.2,1134,8.3,7.35
0.197332,1.254329,1.152312,0.09298,0.024,32,34.6,1362,7.9,6.2
0.217689,3.137121,1.318559,0.11988,0.11988,50,27.8,540,7.8,6.23
0.05053,1.498574,0.78356,0.21051,0.07962,36,24.8,512,8.5,8.38
0.074105,1.369503,0.872645,0.09645,0.01057,15,23.7,685,8.4,11.29
1.772886,3.94049,3.329896,0.43735,0.21926,34.17,33,750,7.5,9.78
0.045334,0.9573,0.86811,0.0945,0.0211,22.1,30.8,383,7.5,5.7
0.388,1.075147,0.814447,0.216,0.1265,5,19,568,7.76,9.45
13.025,13.0482,13.025,2.1121,1.4247,41,26.2,857,7.52,1
17.6964,20.7467,20.7081,3.0611,2.8006,40,27.4,755,7.56,1
5.416,12.1846,12.1228,2.5473,0.2334,110,34.8,860,9.54,1
11.7988,13.0491,13.0272,2.2229,1.1812,75,34.5,1008,8.45,13.86
4.6642,7.1953,7.1836,1.2227,0.9197,27,32.5,811,7.32,2.19
2.265,6.079,4.754,0.78,0.328,33,29.2,796,8.57,13.08
1.424,4.112,3.302,0.747,0.307,27,27.4,914,8.59,10.42
0.096,2.943,2.91,0.476,0.042,41.3,30.1,904,8.9,10.4
0.125,1.072,1.051,0.22,0.038,17.1,35.2,1004,8.5,11.1
2.048,4.327,3.608,0.679,0.315,18.6,35.4,782,8.7,10.7
2.628,3.748,3.338,0.657,0.477,20,32.7,644,7.7,4.9
4.042,5.726,5.601,1.099,0.713,20,32.8,1353,8.01,6.08
2.369477,4.032755,3.352855,0.4265,0.2268,16,26.5,842,7.9,8.07
0.499995,2.558069,2.230249,0.422292,0.313667,30,28.5,843,9,
0.515859,3.409752,2.805931,0.3852,0.018717,44,29.8,863,8.9,10
11.413182,21.508678,21.440578,3.465003,2.4533,80,34,1099,7.9,1
2.012017,3.620924,3.471369,0.632097,0.462651,46,33.5,612,7.8,5.04
0.776293,2.194862,1.914504,0.399792,0.128519,47.5,30.9,247,7.3,5.46
0.665157,1.814055,1.506765,0.293492,0.098833,11.5,26.7,618,8.4,10.34
1.613057,1.670629,1.613057,0.5399,0.192652,14.67,29.2,495,8.8,10.55
0.245028,1.637257,1.547725,0.222835,0.018236,14.67,32.4,601,8.9,
0.31358,2.670938,2.139626,0.394132,0.152054,15,33.6,653,8.2,12.75
0.183437,2.93327,2.059208,0.398558,0.153206,19.33,30.5,618,8.8,
0.056403,1.575413,1.381997,0.174237,0.069446,16.13,32.2,483,9,11.02
0.82413,5.86938,5.42453,0.84129,0.00696,50,23.6,570,8.3,16.96
0.18726,1.21195,1.06648,0.13688,0.03006,16.5,28.6,607,8.3,11.41
0.1994,1.75056,1.68337,0.15709,0.00914,35,32.8,712,8.8,
1.134517,2.695791,2.270721,0.12749,0.0098,10,32.6,793,8.1,9.97
0.71081,2.52264,1.57112,0.28113,0.06885,58.67,31.2,506,7.8,6.88
6.995,8.16557,8.04931,1.27994,0.97515,18.52,31.2,934,7.9,2.23
0.981043,2.442279,1.646543,0.24097,0.16074,10,21.4,708,7.9,6.24
0.249067,2.420164,1.610387,0.22294,0.1245,12,24.5,678,8.4,12.7
0.093256,1.887956,1.791326,0.19869,0.06532,15.86,27.8,694,8.4,10.77
5.237338,7.075471,7.062328,1.08448,0.61209,24,33.5,808,8.3,8.92
0.329004,2.832946,1.353844,0.27661,0.17515,14,27.8,861,8.1,4.65
0.571343,2.334882,1.640463,0.1706,0.09173,20,25.9,530,8.5,8.93
0.141983,5.02376,4.793703,0.52622,0.03672,35.83,26.2,496,9,12.2
2.632819,5.512574,5.173379,0.68917,0.44466,15,29.1,826,7.2,5.85
2.120648,5.01325,4.73631,0.58191,0.14164,28.75,32.5,725,8.4,8.23
17.3189,27.6693,27.64,3.0478,2.3176,63,35.2,1210,7.47,1
,,,0.269078,0.336238,10,25.443,827.41,8.2353,6.6726
35.3611,37.5043,37.1507,9.1277,3.3681,92.5,27.1,980,7.45,1
28.5652,33.3305,33.2173,4.5686,3.3061,65,27.6,808,7.62,1
33.9577,40.8732,40.834,4.1098,2.6013,67.5,32.3,1023,7.43,1
10.2946,30.0584,30.0385,4.5631,2.9967,80,32.4,1110,7.42,1
23.8661,23.8954,23.8661,4.4448,2.3948,135,31.1,1058,7.44,1
42.819,45.343,45.167,4.441,2.249,112.5,30.9,1285,7.33,1
28.348,41.765,40.87,3.44,2.099,97.5,24.3,879,7.57,1.21
32.546,32.591,32.546,4.505,2.486,92.5,28.2,968,7.52,
29.796,29.847,29.796,4.647,4.333,60,30.7,1198,7.6,1
27.754,27.796,27.754,4.322,3.726,105,32.2,1155,7.6,1
28.288,32.975,32.952,5.093,3.869,130,31,1055,7.4,
25.269,29.74,29.709,4.573,3.176,90,30.5,1534,7.6,
23.843784,30.8073,28.86,3.9727,2.1301,116.67,24,782,7.48,2.95
20.716219,29.889147,29.6961,4.7752,3.128997,140,27.3,821,8.3,1
20.821123,32.336355,32.1021,4.8577,2.5062,100,28.8,927,7.6,1
25.487654,28.7203,28.6944,2.9461,1.2039,76.67,31,942,7.5,1
25.330185,30.221225,29.801153,3.615213,1.783555,65,33.1,1022,7.5,1
,,,0.653193,0.449979,16.67,33.5,1028,8.1,4.12
32.208813,36.620532,36.2195,5.0445,2.389068,105,27.6,940,7.5,1
19.714514,27.640722,27.606783,4.348737,2.427238,105,25.8,812,7.6,1
42.34845,43.120009,43.093636,5.559001,3.924824,120,30.6,1053,7.5,1
25.968853,33.530887,33.520313,4.403452,2.689934,82,31.8,983,7.4,1
25.090826,27.613954,27.37849,3.301139,2.017982,82,31.2,1160,7.7,1
22.188477,26.610123,26.578768,3.841419,2.439728,140,30.9,1029,7.7,1
36.52678,39.76071,39.35425,5.34287,2.64419,85,25.2,855,7.5,1
38.16694,38.20998,38.16694,4.98575,3.77258,108.57,28.8,948,7.5,1
28.75702,31.71011,31.52729,4.33722,2.50957,93.33,30.2,889,7.4,1
26.524559,34.030148,33.946838,4.33581,2.7943,68,33.4,919,7.3,1
25.83257,29.22556,29.20827,4.16799,2.42188,150,33.2,962,7.3,1
40.2113,40.27048,40.2113,4.51872,1.91842,560,32.2,946,7.7,1
25.59174,37.43941,37.38465,5.09103,2.96923,108.33,23.4,815,7.7,1
30.330448,34.220715,34.177708,5.46927,3.8604,115,23.7,852,7.6,1
25.051029,40.976468,40.916969,5.31951,3.47644,80,26.4,851,7.7,2.65
30.826139,45.340681,45.291879,6.96368,3.28468,811.76,32.3,1132,7.5,1
20.732399,25.041268,25.007999,3.83628,2.67699,85.71,28.2,928,7.6,1
26.336685,33.76815,33.748405,4.76415,2.4596,360,28.7,821,8,1
24.839958,27.948881,27.929598,4.04351,2.61289,120,24.5,756,7.4,1
18.196198,25.996637,25.953678,3.2986,2.31544,54,30.1,916,7.1,1
28.886726,35.7962,35.575287,4.83989,3.51933,89,32.1,1062,7.7,1
13.6546,28.5137,28.4745,4.1334,0.1355,100,24.6,1309,7.52,1
,,,,0.025938,10,23.0278,1459.22,8.8367,6.8012
36.5853,36.6386,36.5853,4.0522,1.7504,90,30.4,948,7.39,
32.0245,32.047,32.0245,4.1307,2.1964,87.5,32.5,850,7.84,
44.2919,55.8409,55.817,3.1981,2.3428,100,31.3,1230,7.53,
38.1446,64.5219,64.4782,10.6091,4.2907,275,32.8,1513,7.75,
32.707,75.313,75.279,6.717,1.643,120,32.5,1275,7.58,
34.037,42.604,42.551,4.715,2.38,227.5,29.2,945,7.19,
28.043,28.074,28.043,4.008,2.268,166,26.7,107.4,7.76,
29.58,29.716,29.58,3.796,1.766,140,28.6,955,7.8,
35.439,39.022,38.994,6.442,5.31,86.7,31.5,1239,7.5,
26.716,32.619,32.577,4.959,0.558,120,32.3,1235,7.6,
27.331,29.047,28.968,4.278,2.833,200,34.8,1177,7.6,
28.543,34.166,34.117,4.9,3.091,125,32.4,1749,7.6,
,,,4.356874,3.0265,100,29.2,916,8.3,1
28.267172,30.980755,30.71,,,260,29.9,1002,7.8,1
24.0135,36.389902,36.370449,4.90662,3.2298,105,33.7,1120,7.5,1
32.565971,32.602528,32.565971,4.345389,2.701331,104,35.4,1108,7.6,1
19.698215,26.795652,26.766277,4.451181,2.703479,85,34,,7.8,1
6.043457,,7.979837,1.083668,0.608665,17.14,32.5,1173,7.9,1.58
27.039938,38.852146,38.847141,4.672252,2.351676,112,25,950,7.8,1
30.940033,37.623311,37.43557,5.620567,3.487648,120,28.3,975,7.7,1
32.640491,35.38275,35.350136,4.720107,3.164462,140,31.5,989,7.7,1
24.655493,28.807233,28.68712,4.377281,2.956191,110,32.4,1098,7.5,1
23.586847,32.623736,32.604595,4.79365,2.607193,83.33,32.8,1400,7.7,1
26.313488,29.880141,29.860697,3.980474,2.864387,113.33,31.3,1084,8,1
24.33623,28.79414,28.76824,4.20402,2.11262,110,24.8,812,7.5,1
28.59634,32.14048,32.10972,4.56533,2.79852,88,29.8,892,7.7,1
36.59273,42.43879,42.37683,5.68965,3.33909,200,31.1,996,7.4,1
28.555191,37.942449,37.90234,4.89322,3.52223,126,34.1,991,7.4,1
31.27024,35.57962,35.53817,5.50961,2.97454,233.33,34.5,1045,7.2,1
46.6067,47.14494,46.6067,4.05068,2.09958,386.67,34.2,1008,7.8,1
26.520739,52.120647,52.088749,6.88547,3.66204,180,24.8,876,7.5,1
36.06002,37.564953,37.50327,5.87266,3.71748,172,23.9,930,7.6,1
27.119059,44.308928,44.176929,5.52209,2.82518,121.62,28.6,983,7.8,1
27.353621,34.830277,34.788601,4.92088,2.90161,214.29,33.1,1032,7.5,1
26.097658,27.294304,27.259378,4.04484,2.62506,120,30.7,996,7.6,1
25.458117,31.097768,30.883477,4.48024,2.80133,230,26.2,850,7.8,1
24.924263,33.302142,33.286213,4.27119,2.60841,162.86,25.1,796,7.6,1
20.359016,28.694143,28.642376,4.2038,2.50918,136.59,31.2,978,7,1
29.992105,35.55641,35.516361,4.88976,3.27323,127,32.1,1050,7.7,1
0.3477,1.033147,0.821847,0.1418,0.0256,16.5,18.2,588,8.4,9.38
0.1282,1.681,0.847,0.1808,0.001,17,25.4,622,8.54,11.17
0.0543,0.9679,0.8968,0.1332,0.0503,14,28.7,445,8.01,9.03
0.2932,1.1665,1.1481,0.1883,0.0291,15,32.4,566,8.79,11.42
0.189,0.223,0.189,0.0992,0.0144,12.5,32.8,696,8.61,8.46
0.4096,2.4206,1.0999,0.1803,0.0019,8.5,32.8,751,8.54,9.73
0.148,2.365,0.647,0.161,0.075,38,29.7,498,7.97,6.89
0.258,1.345,0.786,0.16,0.033,15,25.7,699,8.06,9.05
0.127,1.406,1.267,0.137,0.029,13,28.8,680,8.5,10.2
0.112,1.044,1.021,0.112,0.011,12.5,32.6,694,8.7,9.2
0.094,2.036,1.08,0.194,0.078,36,34,426,8.2,6.8
0.246,2.863,1.925,0.469,0.334,550,31.2,276,7.9,3.5
0.14,2.16,1.907,0.313,0.006,33.6,32.6,850,8.62,11.96
0.155114,2.38847,1.57677,0.1274,0.0303,20,26.3,664,8.4,11.92
0.207793,1.62853,1.209648,0.094837,0.043409,16,28.3,685,,10.57
0.270124,1.569715,1.190743,0.1099,0.03854,9.44,30.1,683,8.6,10.56
0.195335,0.91845,0.882001,0.097282,0.0278,10.71,33.9,724,8.4,5.57
0.137235,1.557771,1.297055,0.162881,0.491736,12,33.1,579,8.7,10.1
0.839966,1.831746,1.530437,0.297257,0.161825,35,31.4,218,7.3,5.96
0.275178,2.373314,0.98141,0.316965,0.147525,18,26.9,706.3,8.2,9.07
0.19632,0.220794,0.19632,0.2148,0.001,20,28.2,572,8.5,10.13
0.130745,1.103472,1.091788,0.106723,0.001,10.63,32,591,8.6,8.4
0.111525,1.801622,1.189279,0.183113,0.061112,18,32.8,421,8.3,8.53
0.092226,1.178211,1.073468,0.118417,0.005459,20.57,30.3,627,8.5,11.42
0.115138,1.166663,0.951316,0.114487,0.035651,25.71,31.7,408,8.8,8.05
0.26625,1.69259,1.11418,0.09785,0.00366,24.83,23.3,594,8.2,8.86
0.18582,1.54501,1.16313,0.11033,0.05518,14,28.2,573,8.4,9.37
0.31453,1.34161,1.25649,0.10861,0.00733,16,31.2,600,8.4,8.8
0.333773,1.342161,1.247018,0.0916,0.01064,10,32.2,648,8.4,9.36
0.0859,1.87392,0.81204,0.14887,0.08302,13.5,31.8,418,8,4.93
0.30255,1.17163,0.97316,0.10359,0.01059,10,31.3,598,8.3,7.26
0.252242,2.113525,1.310402,0.12732,0.02866,16.77,21.3,612,8.3,9.12
0.094052,1.761143,1.597972,0.11415,0.01498,12,24.4,563,8.6,11.43
0.083108,1.158716,1.127838,0.08438,0.00509,15.03,28.3,564,8.5,7.78
0.095632,1.682049,1.646662,0.16035,0.013,16.5,33.4,654,8.6,10.12
0.070635,2.57336,1.082215,0.20358,0.11211,29.33,29.5,756,8,5.78
0.168849,1.881611,1.137789,0.09091,0.03512,22.5,24.6,563,8.5,8.07
0.523358,2.333415,1.880888,0.20509,0.03244,10,22.8,496,8.4,10.38
0.630909,0.819931,0.630909,0.06414,0.01355,26,31.3,535,7.9,10.13
0.022538,1.38435,1.369843,0.09286,0.01468,10,33.9,640,9,10.51
32.3921,36.7165,36.6818,4.8219,14.755014,47,29.8,1060,7.2,
22.6172,23.1273,23.1057,4.1302,3.7746,54,30.9,1125,7.19,
18.9557,18.9711,18.9557,3.1594,2.3978,105,29.9,1016,7.16,
25.737,25.813,25.737,4.611,2.958,48,27.8,1060,7.3,
38.882,44.148,44.056,7.048,4.365,63,27.7,1142,7.3,
40.877,48.516,48.49,6.834,5.253,141.7,28.6,1275,7.3,
33.959,41.185,41.165,6.798,7.32,87.5,32.1,1429,7.3,
12.355,12.398,12.355,2.894,2.693,423.3,30.8,917,7.1,1
29.505,29.543,29.505,4.783,3.703,85,31.5,1161,7.2,
27.514,32.363,32.331,4.934,4.465,62,30.6,1687,7.2,
38.466511,46.121367,46.090767,7.334747,3.9665,165,26.5,1269,7.5,1
,,,6.2182,4.5331,60,27.8,1330,7.8,1
29.414991,29.436296,29.414991,4.8958,3.823749,46,29.8,1241,7.4,1
22.587692,31.536819,31.502819,5.188378,4.0011,102.5,32.3,1361,7.1,1
25.080011,30.114535,30.055531,4.5799,3.548869,40,32.4,1365,7.2,1
18.174276,33.962146,33.913654,5.853721,4.850655,82.86,31.1,1143,7.4,1
18.43084,37.912339,37.79092,5.947679,4.354692,66,26.8,1247,7.4,1
39.038502,42.104181,42.0601,6.168899,4.384783,97.14,29,1307,7.4,1
47.465977,47.487996,47.465977,6.604357,5.054331,21.43,29.4,1346,7.2,1
35.618259,35.671619,35.618259,5.472202,4.755503,27.14,31.6,1344,7.1,1
34.452866,34.543027,34.452866,4.76702,4.189699,16.57,29.5,980,7.7,1
65.45546,65.508423,65.45546,10.835333,5.596037,83.33,32.1,1768,7.3,1
3.19185,7.71715,5.50914,1.04139,0.51279,123,28.2,1665,8.2,2.31
6.87381,9.08466,7.83487,0.83482,0.54155,86.15,27.5,2084,7.2,2.7
16.696724,25.873338,25.850685,4.12716,3.28056,248.57,30.5,3210,7.1,1
8.30564,11.97996,11.95601,2.23725,1.52007,172,29.3,1886,7.3,1
7.7367,11.91032,11.79114,2.11232,1.46323,170,30.6,1705,7.5,1
7.903114,11.172862,9.685674,1.68945,1.13608,140,22.2,1421,7.3,1
6.217487,9.782103,8.801307,1.17526,0.96982,146,22.7,1163,7.5,1
11.370455,15.351484,15.268995,2.92557,2.32798,134,26.9,2350,7.6,1
17.623125,21.096523,21.069535,5.45662,3.83527,112.9,29.8,2980,7.3,1
5.799046,7.884797,7.642356,2.038,1.99259,67,29.4,1998,7.3,1
6.484268,10.84406,9.026248,2.12988,1.83895,96,27.1,2016,7.5,1.66
6.499619,12.06193,8.240449,1.616,1.25611,65,21.5,1434,7.6,1.55
8.889072,15.070116,15.045592,3.48091,2.77433,166,29.6,2560,7,1
0.0471,1.483811,0.402211,0.19,0.0861,7,19.4,543,8.13,9.15
0.0685,1.7185,0.0685,0.1938,0.149,22,24.4,728,7.85,7.9
0.0256,1.814,0.802,0.3121,0.122,28,27.3,533,8.1,8.54
0.2257,0.8309,0.5533,0.2614,0.0643,33.75,20.8,567,8.28,9.37
0.3336,0.673,0.6286,0.1978,0.1325,30.5,31.2,723,8.1,6.71
0.3403,1.5334,0.8323,0.3122,0.1641,32.5,31.5,700,7.71,4.47
0.045,,,0.456,0.145,56.429,27,565,7.83,6.14
0.056,1.738,0.459,0.195,0.128,42,24.3,642,7.8,7.2
0.075,1.043,0.553,0.23,0.122,41,27.2,648,8,7.4
0.238,1.443,0.768,0.277,0.113,36.3,31.8,775,8.2,9.4
0.131,1.361,0.852,0.301,0.141,49.5,32.1,586,7.7,5.3
0.366,1.896,1.114,0.296,0.125,130,30.8,502,7.5,4
0.101,1.309,0.805,0.306,0.113,62.9,27.8,921,7.7,5.9
0.19241,1.842663,0.866963,0.306016,0.1469,55,25.5,660,8,7.82
0.03199,1.2445,0.6217,0.261,0.17,40,27.8,690,8.6,6.74
0.2712,1.126521,0.602578,0.2338,0.151364,33,26.5,608,8.1,6.36
0.003,1.347822,0.697922,0.279783,0.1789,28,29.8,689,7.9,4.62
0.241,2.666397,1.217711,0.284185,0.284185,70,32.5,649,8.1,6.5
0.114312,1.485345,0.809439,0.296952,0.17414,28.75,31.5,243,6.8,6.3
0.049788,1.763157,0.947025,0.341809,0.135508,66,25,638,8.1,7.13
0.131162,0.349071,0.171,0.3445,0.113846,64,27.2,619,8.5,8.57
0.291561,0.94598,0.937498,0.30952,0.080394,70,30.8,630,8.3,5.84
0.205575,1.525465,1.181406,0.414207,0.109777,55,31.7,524,8,4.78
0.048846,1.131226,1.121835,0.254537,0.039043,76,30.1,628,8.1,7.37
0.248217,1.190552,0.86936,0.259276,0.159528,63,29.1,562,8.2,5.55
0.11662,0.85792,0.41158,0.0432,0.10652,52.5,21.8,549,7.9,7.18
0.129,1.40513,0.66645,0.18509,0.18539,37.14,25.7,574,7.9,6.69
0.23506,1.19835,0.99806,0.26019,0.11901,49.17,30.2,615,7.8,6.76
0.280496,1.233515,0.803393,0.23647,0.14701,65,30.8,661,7.7,4.45
0.31829,1.49633,1.05857,0.21904,0.13163,47.69,31.2,529,7.8,3.54
0.24573,1.4292,1.04231,0.25079,0.1649,40,30.5,636,8,5.13
0.104312,1.218756,0.559902,0.14309,0.09942,25.33,19.2,510,8.2,8.26
0.029273,1.567209,0.949153,0.19888,0.12703,28,22.4,538,8.1,6.62
0.038916,1.096414,0.614786,0.20273,0.14756,25,28.3,606,8.3,8.15
0.022765,1.054505,0.878305,0.2741,0.11281,40.83,32.3,682,7.9,5.96
0.061949,2.030389,0.828219,0.32243,0.18623,50.83,27.7,717,7.9,5.18
0.07338,1.545542,0.82739,0.17432,0.12578,48.46,23.6,514,8.2,6.7
0.058357,1.574052,0.659077,0.26143,0.16856,71.11,25.1,510,7.9,5.72
0.061626,1.204969,0.952616,0.21272,0.10079,52,29.3,535,7.4,6.59
0.243143,2.02424,1.5285,0.38654,0.18431,131.4,30.4,762,8.2,4.8
0.4958,1.5197,1.197,0.2252,0.1439,21.6667,24.6,587,7.79,3.67
0.117661,0.433501,0.391347,0.071683,0.025938,10,23.0278,1444.33,8.8367,6.7318
0.1232,0.8329,0.509,0.1877,0.251,21.5,23,559,7.81,6.46
0.1051,0.7218,0.4633,0.2731,0.0841,26,26.6,587,8.01,6.95
0.3877,0.8443,0.6826,0.2928,0.112,28,30.3,515,7.95,5.38
0.0789,2.3742,0.8822,0.3314,0.1856,25.5,31,670,7.93,5.06
0.3299,0.9653,0.783,0.1959,0.1258,21.25,28.4,685,7.73,4.36
0.039,2.819,1.182,0.233,0.077,56.25,28,601,7.66,6.09
0.191,1.524,0.822,0.293,0.134,51,23.4,569,7.8,6.32
0.256,0.98,0.663,0.246,0.083,50,28.2,607,8.03,8.35
0.22,0.915,0.67,0.215,0.094,31.3,32.6,771,8.1,8.1
0.307,1.197,0.978,0.257,0.117,45,32.5,641,8.1,7.4
0.239,1.764,1.064,0.406,0.148,165,30.4,374,7.7,4.3
0.168,0.921,0.667,0.222,0.099,62,27.8,831,7.8,7.6
0.23368,1.172078,0.843278,0.263174,0.1361,36.25,28,596,7.86,6.97
0.119474,1.153491,0.7773,0.2951,0.167565,33.75,28,630,7.7,6.6
0.11403,0.971377,0.681666,0.236051,0.12363,29,27.9,594,8,6.55
0.195986,1.1801,0.9026,0.3057,0.1102,70,31.5,665,8,5.81
0.125665,1.821239,1.374033,0.337014,0.261393,125,33.5,657,8.2,6.76
0.091403,1.073649,0.73651,0.250247,0.101855,73.33,31.1,214,7,4.04
0.082822,1.707846,1.030606,0.295247,0.104528,48.57,25.1,612,8,8.78
0.067873,1.042713,1.014124,0.234667,0.071769,46,27.8,588,8.5,10.81
0.078307,1.279245,1.266229,0.242669,0.036597,80,30.3,578,8.9,11.47
0.61878,2.0769,1.599771,0.234537,0.074846,60,31.2,482,7.8,5.85
0.306467,1.166853,1.159678,0.525946,0.030883,61.25,33.6,622,8.6,10.1
0.068254,1.02339,0.977877,0.172843,0.053535,30,31.8,464,8.3,8.53
0.22867,1.34733,0.8532,0.18366,0.09176,22,23.1,554,7.9,8.16
0.13124,1.65183,0.84289,0.18663,0.04397,22.5,28.3,598,8.5,10.88
0.08085,1.1488,1.11104,0.21123,0.07659,29.23,21.5,597,8.3,12.35
0.201409,1.049144,0.923237,0.18902,0.10692,30,33,639,8.3,9.42
0.29257,1.20661,1.1219,0.22666,0.10802,29.09,34.2,566,8.6,9.76
0.06559,1.0372,0.89471,0.17754,0.07262,21.33,34.2,645,8.6,9.43
0.052367,1.008938,0.549397,0.13897,0.1183,16.5,20.3,517,7.9,8.78
0.042655,1.061482,0.874445,0.17662,0.11217,20,24.4,518,8.3,11.31
0.063689,1.140808,0.823409,0.15726,0.1117,19.35,29.4,549,8.3,7.88
0.160973,1.22356,0.918213,0.19211,0.10791,23.78,33.8,684,8,8.14
0.116289,2.183213,1.019459,0.31758,0.13196,23.5,29.8,696,8,8.93
0.184261,1.330515,0.560441,0.16449,0.16449,26.43,25.2,506,8,7.98
0.252526,1.433425,0.832156,0.24276,0.11455,20.61,23.8,468,7.9,7.81
0.068648,1.19326,1.087541,0.26309,0.10624,42.2,30.5,769,8.3,4.85
0.3266,0.8345,0.816,0.3075,0.2274,27,24.6,9950,7.62,4.16
0.080219,0.28207,0.089046,0.091042,0.001,10,,404.74,8.4051,8.8173
0.0781,0.4216,0.3722,0.6858,0.465,15.6667,27.8,35500,7.8,6.62
0.033,0.0698,0.0583,0.1212,0.370872,46,30.8,51300,7.89,
0.292,0.3506,0.3213,0.1272,0.389232,7.75,32.4,60200,7.92,6.63
0.2401,0.2909,0.2655,0.527,0.6216,19,32.8,71900,7.75,5.36
0.025,1.849,0.881,0.292,0.133,52,31.4,925,7.83,5.78
0.084,2.687,0.874,0.268,0.162,14.231,26.1,1555,7.5,4.53
0.267,1.44,0.827,0.472,0.343,26,27.2,16480,7.8,6.2
0.1,1.22,0.674,0.487,0.383,20.5,27.8,20030,8,7.6
0.135,0.698,0.519,0.354,0.267,7.5,28.3,12120,7.8,5.4
0.314,0.997,0.743,0.252,0.116,9.4,29.1,1210,8,8.2
0.103,2.733,1.767,0.414,0.154,350,31.2,285,7.8,5.5
0.087,1.857,0.867,0.308,0.209,40,30.3,1678,7.6,5.3
0.07815,1.181279,0.801279,0.446387,0.3728,18.5,,19890,8.2,5.88
0.134821,0.798797,0.4632,0.240862,0.206694,6.5,26.8,2042,8,5.96
0.11257,0.668809,0.637543,0.340893,0.300157,10,,23100,7.8,7.27
0.268588,1.051179,0.675583,0.221562,0.163178,9,32.2,1558,8.8,2.74
0.051643,1.250562,0.771564,0.402883,0.132441,108,31,225,7.4,3.85
0.091995,1.485243,0.551338,0.266543,0.153602,44,30.6,266,7.2,5.49
0.267493,1.586193,0.867901,0.305768,0.202498,9,25.5,9200,7.8,4.9
0.199308,0.832713,0.560026,0.301295,0.301295,15.63,27.5,4740,8.8,5.82
0.164525,1.453268,1.448243,0.503602,0.068073,85.71,30.8,773,7.8,11.24
0.118818,1.067261,1.062079,0.268051,0.110626,47.5,33.5,1050,8.6,9.85
0.056619,1.233361,0.952797,0.244121,0.116292,25,31.6,868,8.6,10.22
0.195334,1.557409,0.966475,0.160792,0.105732,28,29.5,506,8.2,6.57
0.03239,0.97636,0.63777,0.16901,0.10097,10,23.6,761,8.4,11.42
0.08529,0.88146,0.72368,0.16065,0.10265,10,26.5,786,8.6,11.78
0.06074,0.85293,0.77528,0.18764,0.16336,10,29.7,812,8.5,10.13
0.28042,0.924335,0.746879,0.20645,0.16485,11.5,32.2,1031,8.3,9.03
0.38919,1.40614,1.02298,0.18394,0.11373,23,27.5,621,8.5,5.82
0.04327,0.96387,0.83609,0.15497,0.09195,10,30.7,920,8.3,9.31
0.513326,1.122107,1.079096,0.14932,0.05239,33.75,22.5,682,8.9,13.35
0.050599,1.163523,0.762579,0.14202,0.09721,10,24.9,1006,8.7,12.46
0.050003,1.279814,1.024553,0.19708,0.13489,10,29.1,1252,9,11.43
0.11629,0.440785,0.42552,0.17208,0.17208,10,32.8,920,7.9,5.19
0.125592,1.912691,0.571182,0.25428,0.21516,12.5,28.8,908,8,5.67
0.132593,1.474525,0.441953,0.15974,0.14576,10,24.5,824,8,6.92
0.093874,2.700597,0.622584,0.28336,0.27885,25,24.6,1953,8.3,8.65
0.127601,1.041382,0.560571,0.19962,0.17413,19.5,29.2,960,7.3,6.01
0.248424,1.23114,0.873982,0.28121,0.24471,10,30.5,1880,8.2,4.95
0.0898,0.0989,0.0898,0.0822,0.0972,23.5,24.6,43589,8.34,1
0.0819,0.28206,0.089,0.090113,0.001,10,,,8.2353,8.9082
0.0185,0.2501,0.126,0.1116,0.0922,63.75,23.3,40040,8.11,10.41
0.0151,0.1214,0.0869,0.0974,0.0609,27,27.4,60300,8.07,9.63
0.2344,0.2718,0.2531,0.1082,0.086,29.5,31.3,61600,8.04,8.58
0.0996,0.1196,0.1096,0.1738,0.0393,39,32.2,74300,7.92,6.69
0.1574,0.2462,0.2018,0.1229,0.2053,21.88,31,60100,7.8,6.69
0.0873,3.5456,3.1815,0.36057,0.1215,21.5,27.5,27800,7.97,10.13
0.045,1.176,1.127,0.102,0.029,22.92,24.1,47600,8.1,8.7
0.062,1.217,1.184,0.248,0.163,10.9,28,47200,8,7.5
0.056,1.076,1.039,0.339,0.219,13.5,32.4,41600,8.1,8.4
0.072,1.2,1.171,0.252,0.098,16,33.8,53200,8.3,9.8
0.058,2.171,2.111,0.175,0.034,24,30.5,47100,7.6,6.3
0.065,2.099,2.079,0.227,0.066,22,31.8,68800,8,11.9
0.186169,1.561288,1.511188,0.100333,0.0375,31,,50300,8,7.97
0.065755,1.66757,1.63807,0.108243,0.0424,20,27.8,54800,8.6,11.27
0.147135,2.04863,2.001749,0.18176,0.098688,23.33,30.7,57700,8.1,6.96
0.003,1.79295,1.76975,0.34374,0.1887,23,33.5,62600,8.4,10.69
